County,Category,Proportion,Participants,Names
Kericho,Craft & Related Trades Workers,4.4,Men,"Kericho, 4.4%"
Kericho,Plant & Machine Operators,10.4,Men,"Kericho, 10.4%"
Kericho,Elementary Occupations,35.8,Men,"Kericho, 35.8%"
Bomet,"Legislators, Administrators & Managers",4.9,Men,"Bomet, 4.9%"
Bomet,Professionals,2,Men,"Bomet, 2%"
Bomet,Technicians & Associate Professionals,7.9,Men,"Bomet, 7.9%"
Bomet,Secretarial & Clerical Services,0.1,Men,"Bomet, 0.1%"
Bomet,Service Workers,7.5,Men,"Bomet, 7.5%"
Bomet,Skilled Farm & Wildlife Related Workers,36.8,Men,"Bomet, 36.8%"
Bomet,Craft & Related Trades Workers,5.7,Men,"Bomet, 5.7%"
Bomet,Plant & Machine Operators,11.7,Men,"Bomet, 11.7%"
Bomet,Elementary Occupations,22.8,Men,"Bomet, 22.8%"
Kakamega,"Legislators, Administrators & Managers",1.3,Men,"Kakamega, 1.3%"
Kakamega,Professionals,3.3,Men,"Kakamega, 3.3%"
Kakamega,Technicians & Associate Professionals,6.5,Men,"Kakamega, 6.5%"
Kakamega,Secretarial & Clerical Services,0.5,Men,"Kakamega, 0.5%"
Kakamega,Service Workers,6.3,Men,"Kakamega, 6.3%"
Kakamega,Skilled Farm & Wildlife Related Workers,12.5,Men,"Kakamega, 12.5%"
Kakamega,Craft & Related Trades Workers,9.9,Men,"Kakamega, 9.9%"
Kakamega,Plant & Machine Operators,25.5,Men,"Kakamega, 25.5%"
Kakamega,Elementary Occupations,32.2,Men,"Kakamega, 32.2%"
Vihiga,"Legislators, Administrators & Managers",5.4,Men,"Vihiga, 5.4%"
Vihiga,Professionals,3.6,Men,"Vihiga, 3.6%"
Vihiga,Technicians & Associate Professionals,7.5,Men,"Vihiga, 7.5%"
Vihiga,Secretarial & Clerical Services,0.5,Men,"Vihiga, 0.5%"
Vihiga,Service Workers,6,Men,"Vihiga, 6%"
Vihiga,Skilled Farm & Wildlife Related Workers,24.8,Men,"Vihiga, 24.8%"
Vihiga,Craft & Related Trades Workers,23.1,Men,"Vihiga, 23.1%"
Vihiga,Plant & Machine Operators,6.7,Men,"Vihiga, 6.7%"
Vihiga,Elementary Occupations,20.8,Men,"Vihiga, 20.8%"
Bungoma,"Legislators, Administrators & Managers",1.3,Men,"Bungoma, 1.3%"
Bungoma,Professionals,5.2,Men,"Bungoma, 5.2%"
Bungoma,Technicians & Associate Professionals,6.6,Men,"Bungoma, 6.6%"
Bungoma,Secretarial & Clerical Services,0.6,Men,"Bungoma, 0.6%"
Bungoma,Service Workers,9.9,Men,"Bungoma, 9.9%"
Bungoma,Skilled Farm & Wildlife Related Workers,10.9,Men,"Bungoma, 10.9%"
Bungoma,Craft & Related Trades Workers,15.4,Men,"Bungoma, 15.4%"
Bungoma,Plant & Machine Operators,8.5,Men,"Bungoma, 8.5%"
Bungoma,Elementary Occupations,40.3,Men,"Bungoma, 40.3%"
Busia,"Legislators, Administrators & Managers",4.3,Men,"Busia, 4.3%"
Busia,Professionals,1.8,Men,"Busia, 1.8%"
Busia,Technicians & Associate Professionals,7.3,Men,"Busia, 7.3%"
Busia,Secretarial & Clerical Services,1.3,Men,"Busia, 1.3%"
Busia,Service Workers,3.6,Men,"Busia, 3.6%"
Busia,Skilled Farm & Wildlife Related Workers,28.4,Men,"Busia, 28.4%"
Busia,Craft & Related Trades Workers,26.3,Men,"Busia, 26.3%"
Busia,Plant & Machine Operators,12.5,Men,"Busia, 12.5%"
Busia,Elementary Occupations,13.3,Men,"Busia, 13.3%"
Siaya,"Legislators, Administrators & Managers",0.9,Men,"Siaya, 0.9%"
Siaya,Professionals,5,Men,"Siaya, 5%"
Siaya,Technicians & Associate Professionals,2.7,Men,"Siaya, 2.7%"
Siaya,Secretarial & Clerical Services,3.2,Men,"Siaya, 3.2%"
Siaya,Service Workers,4.5,Men,"Siaya, 4.5%"
Siaya,Skilled Farm & Wildlife Related Workers,29.9,Men,"Siaya, 29.9%"
Siaya,Craft & Related Trades Workers,18.7,Men,"Siaya, 18.7%"
Siaya,Plant & Machine Operators,12.8,Men,"Siaya, 12.8%"
Siaya,Elementary Occupations,20.4,Men,"Siaya, 20.4%"
Kisumu,"Legislators, Administrators & Managers",4.4,Men,"Kisumu, 4.4%"
Kisumu,Professionals,6.8,Men,"Kisumu, 6.8%"
Kisumu,Technicians & Associate Professionals,3.9,Men,"Kisumu, 3.9%"
Kisumu,Secretarial & Clerical Services,0,Men,"Kisumu, 0%"
Kisumu,Service Workers,4.8,Men,"Kisumu, 4.8%"
Kisumu,Skilled Farm & Wildlife Related Workers,5.9,Men,"Kisumu, 5.9%"
Kisumu,Craft & Related Trades Workers,5.7,Men,"Kisumu, 5.7%"
Kisumu,Plant & Machine Operators,16.6,Men,"Kisumu, 16.6%"
Kisumu,Elementary Occupations,51.2,Men,"Kisumu, 51.2%"
Homa Bay,"Legislators, Administrators & Managers",0.9,Men,"Homa Bay, 0.9%"
Homa Bay,Professionals,4,Men,"Homa Bay, 4%"
Homa Bay,Technicians & Associate Professionals,4.1,Men,"Homa Bay, 4.1%"
Homa Bay,Secretarial & Clerical Services,1.3,Men,"Homa Bay, 1.3%"
Homa Bay,Service Workers,7.4,Men,"Homa Bay, 7.4%"
Homa Bay,Skilled Farm & Wildlife Related Workers,36,Men,"Homa Bay, 36%"
Homa Bay,Craft & Related Trades Workers,13.3,Men,"Homa Bay, 13.3%"
Homa Bay,Plant & Machine Operators,9.3,Men,"Homa Bay, 9.3%"
Homa Bay,Elementary Occupations,22.5,Men,"Homa Bay, 22.5%"
Migori,"Legislators, Administrators & Managers",2,Men,"Migori, 2%"
Migori,Professionals,4.4,Men,"Migori, 4.4%"
Migori,Technicians & Associate Professionals,1.7,Men,"Migori, 1.7%"
Migori,Secretarial & Clerical Services,0.4,Men,"Migori, 0.4%"
Migori,Service Workers,5.9,Men,"Migori, 5.9%"
Migori,Skilled Farm & Wildlife Related Workers,38.1,Men,"Migori, 38.1%"
Migori,Craft & Related Trades Workers,12.9,Men,"Migori, 12.9%"
Migori,Plant & Machine Operators,11.5,Men,"Migori, 11.5%"
Migori,Elementary Occupations,21.9,Men,"Migori, 21.9%"
Kisii,"Legislators, Administrators & Managers",8.8,Men,"Kisii, 8.8%"
Kisii,Professionals,1.7,Men,"Kisii, 1.7%"
Kisii,Technicians & Associate Professionals,9.9,Men,"Kisii, 9.9%"
Kisii,Secretarial & Clerical Services,0.7,Men,"Kisii, 0.7%"
Kisii,Service Workers,3.1,Men,"Kisii, 3.1%"
Kisii,Skilled Farm & Wildlife Related Workers,27,Men,"Kisii, 27%"
Kisii,Craft & Related Trades Workers,7.5,Men,"Kisii, 7.5%"
Kisii,Plant & Machine Operators,13.2,Men,"Kisii, 13.2%"
Kisii,Elementary Occupations,26.8,Men,"Kisii, 26.8%"
Nyamira,"Legislators, Administrators & Managers",9.9,Men,"Nyamira, 9.9%"
Nyamira,Professionals,2.3,Men,"Nyamira, 2.3%"
Nyamira,Technicians & Associate Professionals,7.4,Men,"Nyamira, 7.4%"
Nyamira,Secretarial & Clerical Services,0,Men,"Nyamira, 0%"
Nyamira,Service Workers,4.8,Men,"Nyamira, 4.8%"
Nyamira,Skilled Farm & Wildlife Related Workers,26.2,Men,"Nyamira, 26.2%"
Nyamira,Craft & Related Trades Workers,9,Men,"Nyamira, 9%"
Nyamira,Plant & Machine Operators,12.3,Men,"Nyamira, 12.3%"
Nyamira,Elementary Occupations,24.3,Men,"Nyamira, 24.3%"
Nairobi,"Legislators, Administrators & Managers",7.6,Men,"Nairobi, 7.6%"
Nairobi,Professionals,9.1,Men,"Nairobi, 9.1%"
Nairobi,Technicians & Associate Professionals,10,Men,"Nairobi, 10%"
Nairobi,Secretarial & Clerical Services,2.9,Men,"Nairobi, 2.9%"
Nairobi,Service Workers,17.4,Men,"Nairobi, 17.4%"
Nairobi,Skilled Farm & Wildlife Related Workers,1.3,Men,"Nairobi, 1.3%"
Nairobi,Craft & Related Trades Workers,7.1,Men,"Nairobi, 7.1%"
Nairobi,Plant & Machine Operators,8.6,Men,"Nairobi, 8.6%"
Nairobi,Elementary Occupations,26.3,Men,"Nairobi, 26.3%"
