"","County","Category","Proportion","Participants","Names"
"683","Nandi","Plant & Machine Operators",9.6,"Men","Nandi, 9.6%"
"684","Nandi","Elementary Occupations",14.8,"Men","Nandi, 14.8%"
"685","Baringo","Legislators, Administrators & Managers",0.2,"Men","Baringo, 0.2%"
"686","Baringo","Professionals",2.9,"Men","Baringo, 2.9%"
"687","Baringo","Technicians & Associate Professionals",5.9,"Men","Baringo, 5.9%"
"688","Baringo","Secretarial & Clerical Services",0.7,"Men","Baringo, 0.7%"
"689","Baringo","Service Workers",10,"Men","Baringo, 10%"
"690","Baringo","Skilled Farm & Wildlife Related Workers",33.8,"Men","Baringo, 33.8%"
"691","Baringo","Craft & Related Trades Workers",8.2,"Men","Baringo, 8.2%"
"692","Baringo","Plant & Machine Operators",10.3,"Men","Baringo, 10.3%"
"693","Baringo","Elementary Occupations",28,"Men","Baringo, 28%"
"694","Laikipia","Legislators, Administrators & Managers",2.8,"Men","Laikipia, 2.8%"
"695","Laikipia","Professionals",5.4,"Men","Laikipia, 5.4%"
"696","Laikipia","Technicians & Associate Professionals",4,"Men","Laikipia, 4%"
"697","Laikipia","Secretarial & Clerical Services",1.2,"Men","Laikipia, 1.2%"
"698","Laikipia","Service Workers",10.3,"Men","Laikipia, 10.3%"
"699","Laikipia","Skilled Farm & Wildlife Related Workers",22.6,"Men","Laikipia, 22.6%"
"700","Laikipia","Craft & Related Trades Workers",3.7,"Men","Laikipia, 3.7%"
"701","Laikipia","Plant & Machine Operators",7.5,"Men","Laikipia, 7.5%"
"702","Laikipia","Elementary Occupations",36.6,"Men","Laikipia, 36.6%"
"703","Nakuru","Legislators, Administrators & Managers",5,"Men","Nakuru, 5%"
"704","Nakuru","Professionals",2.3,"Men","Nakuru, 2.3%"
"705","Nakuru","Technicians & Associate Professionals",8.6,"Men","Nakuru, 8.6%"
"706","Nakuru","Secretarial & Clerical Services",1.2,"Men","Nakuru, 1.2%"
"707","Nakuru","Service Workers",14.7,"Men","Nakuru, 14.7%"
"708","Nakuru","Skilled Farm & Wildlife Related Workers",35.2,"Men","Nakuru, 35.2%"
"709","Nakuru","Craft & Related Trades Workers",10.5,"Men","Nakuru, 10.5%"
"710","Nakuru","Plant & Machine Operators",12.1,"Men","Nakuru, 12.1%"
"711","Nakuru","Elementary Occupations",6.8,"Men","Nakuru, 6.8%"
"712","Narok","Legislators, Administrators & Managers",11.1,"Men","Narok, 11.1%"
"713","Narok","Professionals",0.9,"Men","Narok, 0.9%"
"714","Narok","Technicians & Associate Professionals",4.5,"Men","Narok, 4.5%"
"715","Narok","Secretarial & Clerical Services",0.7,"Men","Narok, 0.7%"
"716","Narok","Service Workers",4.6,"Men","Narok, 4.6%"
"717","Narok","Skilled Farm & Wildlife Related Workers",42.2,"Men","Narok, 42.2%"
"718","Narok","Craft & Related Trades Workers",4.9,"Men","Narok, 4.9%"
"719","Narok","Plant & Machine Operators",10.2,"Men","Narok, 10.2%"
"720","Narok","Elementary Occupations",18.2,"Men","Narok, 18.2%"
"721","Kajiado","Legislators, Administrators & Managers",3.7,"Men","Kajiado, 3.7%"
"722","Kajiado","Professionals",8.4,"Men","Kajiado, 8.4%"
"723","Kajiado","Technicians & Associate Professionals",9.9,"Men","Kajiado, 9.9%"
"724","Kajiado","Secretarial & Clerical Services",0.6,"Men","Kajiado, 0.6%"
"725","Kajiado","Service Workers",14.5,"Men","Kajiado, 14.5%"
"726","Kajiado","Skilled Farm & Wildlife Related Workers",10.5,"Men","Kajiado, 10.5%"
"727","Kajiado","Craft & Related Trades Workers",15.9,"Men","Kajiado, 15.9%"
"728","Kajiado","Plant & Machine Operators",12.7,"Men","Kajiado, 12.7%"
"729","Kajiado","Elementary Occupations",21.6,"Men","Kajiado, 21.6%"
"730","Kericho","Legislators, Administrators & Managers",2.1,"Men","Kericho, 2.1%"
"731","Kericho","Professionals",2,"Men","Kericho, 2%"
"732","Kericho","Technicians & Associate Professionals",5.9,"Men","Kericho, 5.9%"
"733","Kericho","Secretarial & Clerical Services",1.4,"Men","Kericho, 1.4%"
"734","Kericho","Service Workers",11,"Men","Kericho, 11%"
"735","Kericho","Skilled Farm & Wildlife Related Workers",25.2,"Men","Kericho, 25.2%"
"736","Kericho","Craft & Related Trades Workers",4.4,"Men","Kericho, 4.4%"
"737","Kericho","Plant & Machine Operators",10.4,"Men","Kericho, 10.4%"
"738","Kericho","Elementary Occupations",35.8,"Men","Kericho, 35.8%"
"739","Bomet","Legislators, Administrators & Managers",4.9,"Men","Bomet, 4.9%"
"740","Bomet","Professionals",2,"Men","Bomet, 2%"
"741","Bomet","Technicians & Associate Professionals",7.9,"Men","Bomet, 7.9%"
"742","Bomet","Secretarial & Clerical Services",0.1,"Men","Bomet, 0.1%"
"743","Bomet","Service Workers",7.5,"Men","Bomet, 7.5%"
"744","Bomet","Skilled Farm & Wildlife Related Workers",36.8,"Men","Bomet, 36.8%"
"745","Bomet","Craft & Related Trades Workers",5.7,"Men","Bomet, 5.7%"
"746","Bomet","Plant & Machine Operators",11.7,"Men","Bomet, 11.7%"
"747","Bomet","Elementary Occupations",22.8,"Men","Bomet, 22.8%"
"748","Kakamega","Legislators, Administrators & Managers",1.3,"Men","Kakamega, 1.3%"
"749","Kakamega","Professionals",3.3,"Men","Kakamega, 3.3%"
"750","Kakamega","Technicians & Associate Professionals",6.5,"Men","Kakamega, 6.5%"
"751","Kakamega","Secretarial & Clerical Services",0.5,"Men","Kakamega, 0.5%"
"752","Kakamega","Service Workers",6.3,"Men","Kakamega, 6.3%"
"753","Kakamega","Skilled Farm & Wildlife Related Workers",12.5,"Men","Kakamega, 12.5%"
"754","Kakamega","Craft & Related Trades Workers",9.9,"Men","Kakamega, 9.9%"
"755","Kakamega","Plant & Machine Operators",25.5,"Men","Kakamega, 25.5%"
"756","Kakamega","Elementary Occupations",32.2,"Men","Kakamega, 32.2%"
"757","Vihiga","Legislators, Administrators & Managers",5.4,"Men","Vihiga, 5.4%"
"758","Vihiga","Professionals",3.6,"Men","Vihiga, 3.6%"
"759","Vihiga","Technicians & Associate Professionals",7.5,"Men","Vihiga, 7.5%"
"760","Vihiga","Secretarial & Clerical Services",0.5,"Men","Vihiga, 0.5%"
"761","Vihiga","Service Workers",6,"Men","Vihiga, 6%"
"762","Vihiga","Skilled Farm & Wildlife Related Workers",24.8,"Men","Vihiga, 24.8%"
"763","Vihiga","Craft & Related Trades Workers",23.1,"Men","Vihiga, 23.1%"
"764","Vihiga","Plant & Machine Operators",6.7,"Men","Vihiga, 6.7%"
"765","Vihiga","Elementary Occupations",20.8,"Men","Vihiga, 20.8%"
"766","Bungoma","Legislators, Administrators & Managers",1.3,"Men","Bungoma, 1.3%"
"767","Bungoma","Professionals",5.2,"Men","Bungoma, 5.2%"
"768","Bungoma","Technicians & Associate Professionals",6.6,"Men","Bungoma, 6.6%"
"769","Bungoma","Secretarial & Clerical Services",0.6,"Men","Bungoma, 0.6%"
"770","Bungoma","Service Workers",9.9,"Men","Bungoma, 9.9%"
"771","Bungoma","Skilled Farm & Wildlife Related Workers",10.9,"Men","Bungoma, 10.9%"
"772","Bungoma","Craft & Related Trades Workers",15.4,"Men","Bungoma, 15.4%"
"773","Bungoma","Plant & Machine Operators",8.5,"Men","Bungoma, 8.5%"
"774","Bungoma","Elementary Occupations",40.3,"Men","Bungoma, 40.3%"
"775","Busia","Legislators, Administrators & Managers",4.3,"Men","Busia, 4.3%"
"776","Busia","Professionals",1.8,"Men","Busia, 1.8%"
"777","Busia","Technicians & Associate Professionals",7.3,"Men","Busia, 7.3%"
"778","Busia","Secretarial & Clerical Services",1.3,"Men","Busia, 1.3%"
"779","Busia","Service Workers",3.6,"Men","Busia, 3.6%"
"780","Busia","Skilled Farm & Wildlife Related Workers",28.4,"Men","Busia, 28.4%"
"781","Busia","Craft & Related Trades Workers",26.3,"Men","Busia, 26.3%"
"782","Busia","Plant & Machine Operators",12.5,"Men","Busia, 12.5%"
"783","Busia","Elementary Occupations",13.3,"Men","Busia, 13.3%"
"784","Siaya","Legislators, Administrators & Managers",0.9,"Men","Siaya, 0.9%"
"785","Siaya","Professionals",5,"Men","Siaya, 5%"
"786","Siaya","Technicians & Associate Professionals",2.7,"Men","Siaya, 2.7%"
"787","Siaya","Secretarial & Clerical Services",3.2,"Men","Siaya, 3.2%"
"788","Siaya","Service Workers",4.5,"Men","Siaya, 4.5%"
"789","Siaya","Skilled Farm & Wildlife Related Workers",29.9,"Men","Siaya, 29.9%"
"790","Siaya","Craft & Related Trades Workers",18.7,"Men","Siaya, 18.7%"
"791","Siaya","Plant & Machine Operators",12.8,"Men","Siaya, 12.8%"
"792","Siaya","Elementary Occupations",20.4,"Men","Siaya, 20.4%"
"793","Kisumu","Legislators, Administrators & Managers",4.4,"Men","Kisumu, 4.4%"
"794","Kisumu","Professionals",6.8,"Men","Kisumu, 6.8%"
"795","Kisumu","Technicians & Associate Professionals",3.9,"Men","Kisumu, 3.9%"
"796","Kisumu","Secretarial & Clerical Services",0,"Men","Kisumu, 0%"
"797","Kisumu","Service Workers",4.8,"Men","Kisumu, 4.8%"
"798","Kisumu","Skilled Farm & Wildlife Related Workers",5.9,"Men","Kisumu, 5.9%"
"799","Kisumu","Craft & Related Trades Workers",5.7,"Men","Kisumu, 5.7%"
"800","Kisumu","Plant & Machine Operators",16.6,"Men","Kisumu, 16.6%"
"801","Kisumu","Elementary Occupations",51.2,"Men","Kisumu, 51.2%"
"802","Homa Bay","Legislators, Administrators & Managers",0.9,"Men","Homa Bay, 0.9%"
"803","Homa Bay","Professionals",4,"Men","Homa Bay, 4%"
"804","Homa Bay","Technicians & Associate Professionals",4.1,"Men","Homa Bay, 4.1%"
"805","Homa Bay","Secretarial & Clerical Services",1.3,"Men","Homa Bay, 1.3%"
"806","Homa Bay","Service Workers",7.4,"Men","Homa Bay, 7.4%"
"807","Homa Bay","Skilled Farm & Wildlife Related Workers",36,"Men","Homa Bay, 36%"
"808","Homa Bay","Craft & Related Trades Workers",13.3,"Men","Homa Bay, 13.3%"
"809","Homa Bay","Plant & Machine Operators",9.3,"Men","Homa Bay, 9.3%"
"810","Homa Bay","Elementary Occupations",22.5,"Men","Homa Bay, 22.5%"
"811","Migori","Legislators, Administrators & Managers",2,"Men","Migori, 2%"
"812","Migori","Professionals",4.4,"Men","Migori, 4.4%"
"813","Migori","Technicians & Associate Professionals",1.7,"Men","Migori, 1.7%"
"814","Migori","Secretarial & Clerical Services",0.4,"Men","Migori, 0.4%"
"815","Migori","Service Workers",5.9,"Men","Migori, 5.9%"
"816","Migori","Skilled Farm & Wildlife Related Workers",38.1,"Men","Migori, 38.1%"
"817","Migori","Craft & Related Trades Workers",12.9,"Men","Migori, 12.9%"
"818","Migori","Plant & Machine Operators",11.5,"Men","Migori, 11.5%"
"819","Migori","Elementary Occupations",21.9,"Men","Migori, 21.9%"
"820","Kisii","Legislators, Administrators & Managers",8.8,"Men","Kisii, 8.8%"
"821","Kisii","Professionals",1.7,"Men","Kisii, 1.7%"
"822","Kisii","Technicians & Associate Professionals",9.9,"Men","Kisii, 9.9%"
"823","Kisii","Secretarial & Clerical Services",0.7,"Men","Kisii, 0.7%"
"824","Kisii","Service Workers",3.1,"Men","Kisii, 3.1%"
"825","Kisii","Skilled Farm & Wildlife Related Workers",27,"Men","Kisii, 27%"
"826","Kisii","Craft & Related Trades Workers",7.5,"Men","Kisii, 7.5%"
"827","Kisii","Plant & Machine Operators",13.2,"Men","Kisii, 13.2%"
"828","Kisii","Elementary Occupations",26.8,"Men","Kisii, 26.8%"
"829","Nyamira","Legislators, Administrators & Managers",9.9,"Men","Nyamira, 9.9%"
"830","Nyamira","Professionals",2.3,"Men","Nyamira, 2.3%"
"831","Nyamira","Technicians & Associate Professionals",7.4,"Men","Nyamira, 7.4%"
"832","Nyamira","Secretarial & Clerical Services",0,"Men","Nyamira, 0%"
"833","Nyamira","Service Workers",4.8,"Men","Nyamira, 4.8%"
"834","Nyamira","Skilled Farm & Wildlife Related Workers",26.2,"Men","Nyamira, 26.2%"
"835","Nyamira","Craft & Related Trades Workers",9,"Men","Nyamira, 9%"
"836","Nyamira","Plant & Machine Operators",12.3,"Men","Nyamira, 12.3%"
"837","Nyamira","Elementary Occupations",24.3,"Men","Nyamira, 24.3%"
"838","Nairobi","Legislators, Administrators & Managers",7.6,"Men","Nairobi, 7.6%"
"839","Nairobi","Professionals",9.1,"Men","Nairobi, 9.1%"
"840","Nairobi","Technicians & Associate Professionals",10,"Men","Nairobi, 10%"
"841","Nairobi","Secretarial & Clerical Services",2.9,"Men","Nairobi, 2.9%"
"842","Nairobi","Service Workers",17.4,"Men","Nairobi, 17.4%"
"843","Nairobi","Skilled Farm & Wildlife Related Workers",1.3,"Men","Nairobi, 1.3%"
"844","Nairobi","Craft & Related Trades Workers",7.1,"Men","Nairobi, 7.1%"
"845","Nairobi","Plant & Machine Operators",8.6,"Men","Nairobi, 8.6%"
"846","Nairobi","Elementary Occupations",26.3,"Men","Nairobi, 26.3%"
