"","County","Category","Proportion","Participants","Names","cat"
"593","Nyeri","Plant & Machine Operators",10.6,"Men","Nyeri, 10.6%","9.5-18.4"
"594","Nyeri","Elementary Occupations",8.2,"Men","Nyeri, 8.2%","5.5-9.4"
"595","Kirinyaga","Legislators, Administrators & Managers",0.5,"Men","Kirinyaga, 0.5%","<1.9"
"596","Kirinyaga","Professionals",3.2,"Men","Kirinyaga, 3.2%","1.9-5.4"
"597","Kirinyaga","Technicians & Associate Professionals",6.4,"Men","Kirinyaga, 6.4%","5.5-9.4"
"598","Kirinyaga","Secretarial & Clerical Services",0.8,"Men","Kirinyaga, 0.8%","<1.9"
"599","Kirinyaga","Service Workers",17.6,"Men","Kirinyaga, 17.6%","9.5-18.4"
"600","Kirinyaga","Skilled Farm & Wildlife Related Workers",15.9,"Men","Kirinyaga, 15.9%","9.5-18.4"
"601","Kirinyaga","Craft & Related Trades Workers",8.2,"Men","Kirinyaga, 8.2%","5.5-9.4"
"602","Kirinyaga","Plant & Machine Operators",4.5,"Men","Kirinyaga, 4.5%","1.9-5.4"
"603","Kirinyaga","Elementary Occupations",43.1,"Men","Kirinyaga, 43.1%",">18.4"
"604","Muranga","Legislators, Administrators & Managers",4.3,"Men","Muranga, 4.3%","1.9-5.4"
"605","Muranga","Professionals",1.4,"Men","Muranga, 1.4%","<1.9"
"606","Muranga","Technicians & Associate Professionals",3.4,"Men","Muranga, 3.4%","1.9-5.4"
"607","Muranga","Secretarial & Clerical Services",0,"Men","Muranga, 0%","<1.9"
"608","Muranga","Service Workers",4.3,"Men","Muranga, 4.3%","1.9-5.4"
"609","Muranga","Skilled Farm & Wildlife Related Workers",28.8,"Men","Muranga, 28.8%",">18.4"
"610","Muranga","Craft & Related Trades Workers",15.5,"Men","Muranga, 15.5%","9.5-18.4"
"611","Muranga","Plant & Machine Operators",6.5,"Men","Muranga, 6.5%","5.5-9.4"
"612","Muranga","Elementary Occupations",32.9,"Men","Muranga, 32.9%",">18.4"
"613","Kiambu","Legislators, Administrators & Managers",6.5,"Men","Kiambu, 6.5%","5.5-9.4"
"614","Kiambu","Professionals",4.8,"Men","Kiambu, 4.8%","1.9-5.4"
"615","Kiambu","Technicians & Associate Professionals",6.3,"Men","Kiambu, 6.3%","5.5-9.4"
"616","Kiambu","Secretarial & Clerical Services",0.7,"Men","Kiambu, 0.7%","<1.9"
"617","Kiambu","Service Workers",12.9,"Men","Kiambu, 12.9%","9.5-18.4"
"618","Kiambu","Skilled Farm & Wildlife Related Workers",16.5,"Men","Kiambu, 16.5%","9.5-18.4"
"619","Kiambu","Craft & Related Trades Workers",14.8,"Men","Kiambu, 14.8%","9.5-18.4"
"620","Kiambu","Plant & Machine Operators",13.3,"Men","Kiambu, 13.3%","9.5-18.4"
"621","Kiambu","Elementary Occupations",18.7,"Men","Kiambu, 18.7%",">18.4"
"622","Turkana","Legislators, Administrators & Managers",2.4,"Men","Turkana, 2.4%","1.9-5.4"
"623","Turkana","Professionals",4.3,"Men","Turkana, 4.3%","1.9-5.4"
"624","Turkana","Technicians & Associate Professionals",3,"Men","Turkana, 3%","1.9-5.4"
"625","Turkana","Secretarial & Clerical Services",2.4,"Men","Turkana, 2.4%","1.9-5.4"
"626","Turkana","Service Workers",20.7,"Men","Turkana, 20.7%",">18.4"
"627","Turkana","Skilled Farm & Wildlife Related Workers",24.7,"Men","Turkana, 24.7%",">18.4"
"628","Turkana","Craft & Related Trades Workers",12.8,"Men","Turkana, 12.8%","9.5-18.4"
"629","Turkana","Plant & Machine Operators",11.5,"Men","Turkana, 11.5%","9.5-18.4"
"630","Turkana","Elementary Occupations",15.8,"Men","Turkana, 15.8%","9.5-18.4"
"631","West Pokot","Legislators, Administrators & Managers",9.1,"Men","West Pokot, 9.1%","5.5-9.4"
"632","West Pokot","Professionals",1.2,"Men","West Pokot, 1.2%","<1.9"
"633","West Pokot","Technicians & Associate Professionals",3.1,"Men","West Pokot, 3.1%","1.9-5.4"
"634","West Pokot","Secretarial & Clerical Services",0.2,"Men","West Pokot, 0.2%","<1.9"
"635","West Pokot","Service Workers",6.4,"Men","West Pokot, 6.4%","5.5-9.4"
"636","West Pokot","Skilled Farm & Wildlife Related Workers",42.3,"Men","West Pokot, 42.3%",">18.4"
"637","West Pokot","Craft & Related Trades Workers",5.6,"Men","West Pokot, 5.6%","5.5-9.4"
"638","West Pokot","Plant & Machine Operators",7,"Men","West Pokot, 7%","5.5-9.4"
"639","West Pokot","Elementary Occupations",24.5,"Men","West Pokot, 24.5%",">18.4"
"640","Samburu","Legislators, Administrators & Managers",5.4,"Men","Samburu, 5.4%","1.9-5.4"
"641","Samburu","Professionals",5.4,"Men","Samburu, 5.4%","1.9-5.4"
"642","Samburu","Technicians & Associate Professionals",10.8,"Men","Samburu, 10.8%","9.5-18.4"
"643","Samburu","Secretarial & Clerical Services",0,"Men","Samburu, 0%","<1.9"
"644","Samburu","Service Workers",15.5,"Men","Samburu, 15.5%","9.5-18.4"
"645","Samburu","Skilled Farm & Wildlife Related Workers",14.1,"Men","Samburu, 14.1%","9.5-18.4"
"646","Samburu","Craft & Related Trades Workers",4.9,"Men","Samburu, 4.9%","1.9-5.4"
"647","Samburu","Plant & Machine Operators",7.8,"Men","Samburu, 7.8%","5.5-9.4"
"648","Samburu","Elementary Occupations",30.4,"Men","Samburu, 30.4%",">18.4"
"649","Trans Nzoia","Legislators, Administrators & Managers",2.4,"Men","Trans Nzoia, 2.4%","1.9-5.4"
"650","Trans Nzoia","Professionals",6.6,"Men","Trans Nzoia, 6.6%","5.5-9.4"
"651","Trans Nzoia","Technicians & Associate Professionals",8.3,"Men","Trans Nzoia, 8.3%","5.5-9.4"
"652","Trans Nzoia","Secretarial & Clerical Services",0.8,"Men","Trans Nzoia, 0.8%","<1.9"
"653","Trans Nzoia","Service Workers",6.7,"Men","Trans Nzoia, 6.7%","5.5-9.4"
"654","Trans Nzoia","Skilled Farm & Wildlife Related Workers",8,"Men","Trans Nzoia, 8%","5.5-9.4"
"655","Trans Nzoia","Craft & Related Trades Workers",9.9,"Men","Trans Nzoia, 9.9%","9.5-18.4"
"656","Trans Nzoia","Plant & Machine Operators",16.5,"Men","Trans Nzoia, 16.5%","9.5-18.4"
"657","Trans Nzoia","Elementary Occupations",39,"Men","Trans Nzoia, 39%",">18.4"
"658","Uasin Gishu","Legislators, Administrators & Managers",2,"Men","Uasin Gishu, 2%","1.9-5.4"
"659","Uasin Gishu","Professionals",2.7,"Men","Uasin Gishu, 2.7%","1.9-5.4"
"660","Uasin Gishu","Technicians & Associate Professionals",9.5,"Men","Uasin Gishu, 9.5%","9.5-18.4"
"661","Uasin Gishu","Secretarial & Clerical Services",2.6,"Men","Uasin Gishu, 2.6%","1.9-5.4"
"662","Uasin Gishu","Service Workers",10,"Men","Uasin Gishu, 10%","9.5-18.4"
"663","Uasin Gishu","Skilled Farm & Wildlife Related Workers",24.8,"Men","Uasin Gishu, 24.8%",">18.4"
"664","Uasin Gishu","Craft & Related Trades Workers",16.8,"Men","Uasin Gishu, 16.8%","9.5-18.4"
"665","Uasin Gishu","Plant & Machine Operators",5.4,"Men","Uasin Gishu, 5.4%","1.9-5.4"
"666","Uasin Gishu","Elementary Occupations",16.3,"Men","Uasin Gishu, 16.3%","9.5-18.4"
"667","Elgeyo Marakwet","Legislators, Administrators & Managers",6.1,"Men","Elgeyo Marakwet, 6.1%","5.5-9.4"
"668","Elgeyo Marakwet","Professionals",1.7,"Men","Elgeyo Marakwet, 1.7%","<1.9"
"669","Elgeyo Marakwet","Technicians & Associate Professionals",9.8,"Men","Elgeyo Marakwet, 9.8%","9.5-18.4"
"670","Elgeyo Marakwet","Secretarial & Clerical Services",0.1,"Men","Elgeyo Marakwet, 0.1%","<1.9"
"671","Elgeyo Marakwet","Service Workers",2.8,"Men","Elgeyo Marakwet, 2.8%","1.9-5.4"
"672","Elgeyo Marakwet","Skilled Farm & Wildlife Related Workers",52.1,"Men","Elgeyo Marakwet, 52.1%",">18.4"
"673","Elgeyo Marakwet","Craft & Related Trades Workers",5.8,"Men","Elgeyo Marakwet, 5.8%","5.5-9.4"
"674","Elgeyo Marakwet","Plant & Machine Operators",6.2,"Men","Elgeyo Marakwet, 6.2%","5.5-9.4"
"675","Elgeyo Marakwet","Elementary Occupations",10.4,"Men","Elgeyo Marakwet, 10.4%","9.5-18.4"
"676","Nandi","Legislators, Administrators & Managers",2.5,"Men","Nandi, 2.5%","1.9-5.4"
"677","Nandi","Professionals",2.2,"Men","Nandi, 2.2%","1.9-5.4"
"678","Nandi","Technicians & Associate Professionals",9.5,"Men","Nandi, 9.5%","9.5-18.4"
"679","Nandi","Secretarial & Clerical Services",0.9,"Men","Nandi, 0.9%","<1.9"
"680","Nandi","Service Workers",6,"Men","Nandi, 6%","5.5-9.4"
"681","Nandi","Skilled Farm & Wildlife Related Workers",37.7,"Men","Nandi, 37.7%",">18.4"
"682","Nandi","Craft & Related Trades Workers",14.4,"Men","Nandi, 14.4%","9.5-18.4"
"683","Nandi","Plant & Machine Operators",9.6,"Men","Nandi, 9.6%","9.5-18.4"
"684","Nandi","Elementary Occupations",14.8,"Men","Nandi, 14.8%","9.5-18.4"
"685","Baringo","Legislators, Administrators & Managers",0.2,"Men","Baringo, 0.2%","<1.9"
"686","Baringo","Professionals",2.9,"Men","Baringo, 2.9%","1.9-5.4"
"687","Baringo","Technicians & Associate Professionals",5.9,"Men","Baringo, 5.9%","5.5-9.4"
"688","Baringo","Secretarial & Clerical Services",0.7,"Men","Baringo, 0.7%","<1.9"
"689","Baringo","Service Workers",10,"Men","Baringo, 10%","9.5-18.4"
"690","Baringo","Skilled Farm & Wildlife Related Workers",33.8,"Men","Baringo, 33.8%",">18.4"
"691","Baringo","Craft & Related Trades Workers",8.2,"Men","Baringo, 8.2%","5.5-9.4"
"692","Baringo","Plant & Machine Operators",10.3,"Men","Baringo, 10.3%","9.5-18.4"
"693","Baringo","Elementary Occupations",28,"Men","Baringo, 28%",">18.4"
"694","Laikipia","Legislators, Administrators & Managers",2.8,"Men","Laikipia, 2.8%","1.9-5.4"
"695","Laikipia","Professionals",5.4,"Men","Laikipia, 5.4%","1.9-5.4"
"696","Laikipia","Technicians & Associate Professionals",4,"Men","Laikipia, 4%","1.9-5.4"
"697","Laikipia","Secretarial & Clerical Services",1.2,"Men","Laikipia, 1.2%","<1.9"
"698","Laikipia","Service Workers",10.3,"Men","Laikipia, 10.3%","9.5-18.4"
"699","Laikipia","Skilled Farm & Wildlife Related Workers",22.6,"Men","Laikipia, 22.6%",">18.4"
"700","Laikipia","Craft & Related Trades Workers",3.7,"Men","Laikipia, 3.7%","1.9-5.4"
"701","Laikipia","Plant & Machine Operators",7.5,"Men","Laikipia, 7.5%","5.5-9.4"
"702","Laikipia","Elementary Occupations",36.6,"Men","Laikipia, 36.6%",">18.4"
"703","Nakuru","Legislators, Administrators & Managers",5,"Men","Nakuru, 5%","1.9-5.4"
"704","Nakuru","Professionals",2.3,"Men","Nakuru, 2.3%","1.9-5.4"
"705","Nakuru","Technicians & Associate Professionals",8.6,"Men","Nakuru, 8.6%","5.5-9.4"
"706","Nakuru","Secretarial & Clerical Services",1.2,"Men","Nakuru, 1.2%","<1.9"
"707","Nakuru","Service Workers",14.7,"Men","Nakuru, 14.7%","9.5-18.4"
"708","Nakuru","Skilled Farm & Wildlife Related Workers",35.2,"Men","Nakuru, 35.2%",">18.4"
"709","Nakuru","Craft & Related Trades Workers",10.5,"Men","Nakuru, 10.5%","9.5-18.4"
"710","Nakuru","Plant & Machine Operators",12.1,"Men","Nakuru, 12.1%","9.5-18.4"
"711","Nakuru","Elementary Occupations",6.8,"Men","Nakuru, 6.8%","5.5-9.4"
"712","Narok","Legislators, Administrators & Managers",11.1,"Men","Narok, 11.1%","9.5-18.4"
"713","Narok","Professionals",0.9,"Men","Narok, 0.9%","<1.9"
"714","Narok","Technicians & Associate Professionals",4.5,"Men","Narok, 4.5%","1.9-5.4"
"715","Narok","Secretarial & Clerical Services",0.7,"Men","Narok, 0.7%","<1.9"
"716","Narok","Service Workers",4.6,"Men","Narok, 4.6%","1.9-5.4"
"717","Narok","Skilled Farm & Wildlife Related Workers",42.2,"Men","Narok, 42.2%",">18.4"
"718","Narok","Craft & Related Trades Workers",4.9,"Men","Narok, 4.9%","1.9-5.4"
"719","Narok","Plant & Machine Operators",10.2,"Men","Narok, 10.2%","9.5-18.4"
"720","Narok","Elementary Occupations",18.2,"Men","Narok, 18.2%","9.5-18.4"
"721","Kajiado","Legislators, Administrators & Managers",3.7,"Men","Kajiado, 3.7%","1.9-5.4"
"722","Kajiado","Professionals",8.4,"Men","Kajiado, 8.4%","5.5-9.4"
"723","Kajiado","Technicians & Associate Professionals",9.9,"Men","Kajiado, 9.9%","9.5-18.4"
"724","Kajiado","Secretarial & Clerical Services",0.6,"Men","Kajiado, 0.6%","<1.9"
"725","Kajiado","Service Workers",14.5,"Men","Kajiado, 14.5%","9.5-18.4"
"726","Kajiado","Skilled Farm & Wildlife Related Workers",10.5,"Men","Kajiado, 10.5%","9.5-18.4"
"727","Kajiado","Craft & Related Trades Workers",15.9,"Men","Kajiado, 15.9%","9.5-18.4"
"728","Kajiado","Plant & Machine Operators",12.7,"Men","Kajiado, 12.7%","9.5-18.4"
"729","Kajiado","Elementary Occupations",21.6,"Men","Kajiado, 21.6%",">18.4"
"730","Kericho","Legislators, Administrators & Managers",2.1,"Men","Kericho, 2.1%","1.9-5.4"
"731","Kericho","Professionals",2,"Men","Kericho, 2%","1.9-5.4"
"732","Kericho","Technicians & Associate Professionals",5.9,"Men","Kericho, 5.9%","5.5-9.4"
"733","Kericho","Secretarial & Clerical Services",1.4,"Men","Kericho, 1.4%","<1.9"
"734","Kericho","Service Workers",11,"Men","Kericho, 11%","9.5-18.4"
"735","Kericho","Skilled Farm & Wildlife Related Workers",25.2,"Men","Kericho, 25.2%",">18.4"
"736","Kericho","Craft & Related Trades Workers",4.4,"Men","Kericho, 4.4%","1.9-5.4"
"737","Kericho","Plant & Machine Operators",10.4,"Men","Kericho, 10.4%","9.5-18.4"
"738","Kericho","Elementary Occupations",35.8,"Men","Kericho, 35.8%",">18.4"
"739","Bomet","Legislators, Administrators & Managers",4.9,"Men","Bomet, 4.9%","1.9-5.4"
"740","Bomet","Professionals",2,"Men","Bomet, 2%","1.9-5.4"
"741","Bomet","Technicians & Associate Professionals",7.9,"Men","Bomet, 7.9%","5.5-9.4"
"742","Bomet","Secretarial & Clerical Services",0.1,"Men","Bomet, 0.1%","<1.9"
"743","Bomet","Service Workers",7.5,"Men","Bomet, 7.5%","5.5-9.4"
"744","Bomet","Skilled Farm & Wildlife Related Workers",36.8,"Men","Bomet, 36.8%",">18.4"
"745","Bomet","Craft & Related Trades Workers",5.7,"Men","Bomet, 5.7%","5.5-9.4"
"746","Bomet","Plant & Machine Operators",11.7,"Men","Bomet, 11.7%","9.5-18.4"
"747","Bomet","Elementary Occupations",22.8,"Men","Bomet, 22.8%",">18.4"
"748","Kakamega","Legislators, Administrators & Managers",1.3,"Men","Kakamega, 1.3%","<1.9"
"749","Kakamega","Professionals",3.3,"Men","Kakamega, 3.3%","1.9-5.4"
"750","Kakamega","Technicians & Associate Professionals",6.5,"Men","Kakamega, 6.5%","5.5-9.4"
"751","Kakamega","Secretarial & Clerical Services",0.5,"Men","Kakamega, 0.5%","<1.9"
"752","Kakamega","Service Workers",6.3,"Men","Kakamega, 6.3%","5.5-9.4"
"753","Kakamega","Skilled Farm & Wildlife Related Workers",12.5,"Men","Kakamega, 12.5%","9.5-18.4"
"754","Kakamega","Craft & Related Trades Workers",9.9,"Men","Kakamega, 9.9%","9.5-18.4"
"755","Kakamega","Plant & Machine Operators",25.5,"Men","Kakamega, 25.5%",">18.4"
"756","Kakamega","Elementary Occupations",32.2,"Men","Kakamega, 32.2%",">18.4"
"757","Vihiga","Legislators, Administrators & Managers",5.4,"Men","Vihiga, 5.4%","1.9-5.4"
"758","Vihiga","Professionals",3.6,"Men","Vihiga, 3.6%","1.9-5.4"
"759","Vihiga","Technicians & Associate Professionals",7.5,"Men","Vihiga, 7.5%","5.5-9.4"
"760","Vihiga","Secretarial & Clerical Services",0.5,"Men","Vihiga, 0.5%","<1.9"
"761","Vihiga","Service Workers",6,"Men","Vihiga, 6%","5.5-9.4"
"762","Vihiga","Skilled Farm & Wildlife Related Workers",24.8,"Men","Vihiga, 24.8%",">18.4"
"763","Vihiga","Craft & Related Trades Workers",23.1,"Men","Vihiga, 23.1%",">18.4"
"764","Vihiga","Plant & Machine Operators",6.7,"Men","Vihiga, 6.7%","5.5-9.4"
"765","Vihiga","Elementary Occupations",20.8,"Men","Vihiga, 20.8%",">18.4"
"766","Bungoma","Legislators, Administrators & Managers",1.3,"Men","Bungoma, 1.3%","<1.9"
"767","Bungoma","Professionals",5.2,"Men","Bungoma, 5.2%","1.9-5.4"
"768","Bungoma","Technicians & Associate Professionals",6.6,"Men","Bungoma, 6.6%","5.5-9.4"
"769","Bungoma","Secretarial & Clerical Services",0.6,"Men","Bungoma, 0.6%","<1.9"
"770","Bungoma","Service Workers",9.9,"Men","Bungoma, 9.9%","9.5-18.4"
"771","Bungoma","Skilled Farm & Wildlife Related Workers",10.9,"Men","Bungoma, 10.9%","9.5-18.4"
"772","Bungoma","Craft & Related Trades Workers",15.4,"Men","Bungoma, 15.4%","9.5-18.4"
"773","Bungoma","Plant & Machine Operators",8.5,"Men","Bungoma, 8.5%","5.5-9.4"
"774","Bungoma","Elementary Occupations",40.3,"Men","Bungoma, 40.3%",">18.4"
"775","Busia","Legislators, Administrators & Managers",4.3,"Men","Busia, 4.3%","1.9-5.4"
"776","Busia","Professionals",1.8,"Men","Busia, 1.8%","<1.9"
"777","Busia","Technicians & Associate Professionals",7.3,"Men","Busia, 7.3%","5.5-9.4"
"778","Busia","Secretarial & Clerical Services",1.3,"Men","Busia, 1.3%","<1.9"
"779","Busia","Service Workers",3.6,"Men","Busia, 3.6%","1.9-5.4"
"780","Busia","Skilled Farm & Wildlife Related Workers",28.4,"Men","Busia, 28.4%",">18.4"
"781","Busia","Craft & Related Trades Workers",26.3,"Men","Busia, 26.3%",">18.4"
"782","Busia","Plant & Machine Operators",12.5,"Men","Busia, 12.5%","9.5-18.4"
"783","Busia","Elementary Occupations",13.3,"Men","Busia, 13.3%","9.5-18.4"
"784","Siaya","Legislators, Administrators & Managers",0.9,"Men","Siaya, 0.9%","<1.9"
"785","Siaya","Professionals",5,"Men","Siaya, 5%","1.9-5.4"
"786","Siaya","Technicians & Associate Professionals",2.7,"Men","Siaya, 2.7%","1.9-5.4"
"787","Siaya","Secretarial & Clerical Services",3.2,"Men","Siaya, 3.2%","1.9-5.4"
"788","Siaya","Service Workers",4.5,"Men","Siaya, 4.5%","1.9-5.4"
"789","Siaya","Skilled Farm & Wildlife Related Workers",29.9,"Men","Siaya, 29.9%",">18.4"
"790","Siaya","Craft & Related Trades Workers",18.7,"Men","Siaya, 18.7%",">18.4"
"791","Siaya","Plant & Machine Operators",12.8,"Men","Siaya, 12.8%","9.5-18.4"
"792","Siaya","Elementary Occupations",20.4,"Men","Siaya, 20.4%",">18.4"
"793","Kisumu","Legislators, Administrators & Managers",4.4,"Men","Kisumu, 4.4%","1.9-5.4"
"794","Kisumu","Professionals",6.8,"Men","Kisumu, 6.8%","5.5-9.4"
"795","Kisumu","Technicians & Associate Professionals",3.9,"Men","Kisumu, 3.9%","1.9-5.4"
"796","Kisumu","Secretarial & Clerical Services",0,"Men","Kisumu, 0%","<1.9"
"797","Kisumu","Service Workers",4.8,"Men","Kisumu, 4.8%","1.9-5.4"
"798","Kisumu","Skilled Farm & Wildlife Related Workers",5.9,"Men","Kisumu, 5.9%","5.5-9.4"
"799","Kisumu","Craft & Related Trades Workers",5.7,"Men","Kisumu, 5.7%","5.5-9.4"
"800","Kisumu","Plant & Machine Operators",16.6,"Men","Kisumu, 16.6%","9.5-18.4"
"801","Kisumu","Elementary Occupations",51.2,"Men","Kisumu, 51.2%",">18.4"
"802","Homa Bay","Legislators, Administrators & Managers",0.9,"Men","Homa Bay, 0.9%","<1.9"
"803","Homa Bay","Professionals",4,"Men","Homa Bay, 4%","1.9-5.4"
"804","Homa Bay","Technicians & Associate Professionals",4.1,"Men","Homa Bay, 4.1%","1.9-5.4"
"805","Homa Bay","Secretarial & Clerical Services",1.3,"Men","Homa Bay, 1.3%","<1.9"
"806","Homa Bay","Service Workers",7.4,"Men","Homa Bay, 7.4%","5.5-9.4"
"807","Homa Bay","Skilled Farm & Wildlife Related Workers",36,"Men","Homa Bay, 36%",">18.4"
"808","Homa Bay","Craft & Related Trades Workers",13.3,"Men","Homa Bay, 13.3%","9.5-18.4"
"809","Homa Bay","Plant & Machine Operators",9.3,"Men","Homa Bay, 9.3%","5.5-9.4"
"810","Homa Bay","Elementary Occupations",22.5,"Men","Homa Bay, 22.5%",">18.4"
"811","Migori","Legislators, Administrators & Managers",2,"Men","Migori, 2%","1.9-5.4"
"812","Migori","Professionals",4.4,"Men","Migori, 4.4%","1.9-5.4"
"813","Migori","Technicians & Associate Professionals",1.7,"Men","Migori, 1.7%","<1.9"
"814","Migori","Secretarial & Clerical Services",0.4,"Men","Migori, 0.4%","<1.9"
"815","Migori","Service Workers",5.9,"Men","Migori, 5.9%","5.5-9.4"
"816","Migori","Skilled Farm & Wildlife Related Workers",38.1,"Men","Migori, 38.1%",">18.4"
"817","Migori","Craft & Related Trades Workers",12.9,"Men","Migori, 12.9%","9.5-18.4"
"818","Migori","Plant & Machine Operators",11.5,"Men","Migori, 11.5%","9.5-18.4"
"819","Migori","Elementary Occupations",21.9,"Men","Migori, 21.9%",">18.4"
"820","Kisii","Legislators, Administrators & Managers",8.8,"Men","Kisii, 8.8%","5.5-9.4"
"821","Kisii","Professionals",1.7,"Men","Kisii, 1.7%","<1.9"
"822","Kisii","Technicians & Associate Professionals",9.9,"Men","Kisii, 9.9%","9.5-18.4"
"823","Kisii","Secretarial & Clerical Services",0.7,"Men","Kisii, 0.7%","<1.9"
"824","Kisii","Service Workers",3.1,"Men","Kisii, 3.1%","1.9-5.4"
"825","Kisii","Skilled Farm & Wildlife Related Workers",27,"Men","Kisii, 27%",">18.4"
"826","Kisii","Craft & Related Trades Workers",7.5,"Men","Kisii, 7.5%","5.5-9.4"
"827","Kisii","Plant & Machine Operators",13.2,"Men","Kisii, 13.2%","9.5-18.4"
"828","Kisii","Elementary Occupations",26.8,"Men","Kisii, 26.8%",">18.4"
"829","Nyamira","Legislators, Administrators & Managers",9.9,"Men","Nyamira, 9.9%","9.5-18.4"
"830","Nyamira","Professionals",2.3,"Men","Nyamira, 2.3%","1.9-5.4"
"831","Nyamira","Technicians & Associate Professionals",7.4,"Men","Nyamira, 7.4%","5.5-9.4"
"832","Nyamira","Secretarial & Clerical Services",0,"Men","Nyamira, 0%","<1.9"
"833","Nyamira","Service Workers",4.8,"Men","Nyamira, 4.8%","1.9-5.4"
"834","Nyamira","Skilled Farm & Wildlife Related Workers",26.2,"Men","Nyamira, 26.2%",">18.4"
"835","Nyamira","Craft & Related Trades Workers",9,"Men","Nyamira, 9%","5.5-9.4"
"836","Nyamira","Plant & Machine Operators",12.3,"Men","Nyamira, 12.3%","9.5-18.4"
"837","Nyamira","Elementary Occupations",24.3,"Men","Nyamira, 24.3%",">18.4"
"838","Nairobi","Legislators, Administrators & Managers",7.6,"Men","Nairobi, 7.6%","5.5-9.4"
"839","Nairobi","Professionals",9.1,"Men","Nairobi, 9.1%","5.5-9.4"
"840","Nairobi","Technicians & Associate Professionals",10,"Men","Nairobi, 10%","9.5-18.4"
"841","Nairobi","Secretarial & Clerical Services",2.9,"Men","Nairobi, 2.9%","1.9-5.4"
"842","Nairobi","Service Workers",17.4,"Men","Nairobi, 17.4%","9.5-18.4"
"843","Nairobi","Skilled Farm & Wildlife Related Workers",1.3,"Men","Nairobi, 1.3%","<1.9"
"844","Nairobi","Craft & Related Trades Workers",7.1,"Men","Nairobi, 7.1%","5.5-9.4"
"845","Nairobi","Plant & Machine Operators",8.6,"Men","Nairobi, 8.6%","5.5-9.4"
"846","Nairobi","Elementary Occupations",26.3,"Men","Nairobi, 26.3%",">18.4"
